Algorithm,Iteration,Lumens Config,Watts Config,Energy,Uniformity (IUDI),Avg Desk Lux,Objective
BO1_30_5_EI,18,"[2613.445409807102, 323.47570693891396, 1536.8843463529183, 2420.4640157919357, 0.0, 0.0, 3600.0, 2944.498059619799, 3600.0, 3600.0, 0.0, 324.4979260886038, 3211.8621847754443, 3227.939554008046, 117.30662385563797, 1912.5090833072404, 2647.0192232613736, 2707.942510477677]","[21.059189442442403, 2.606572980974327, 12.384241308242695, 19.504141948363706, 0.0, 0.0, 29.008863819500405, 23.72681756341498, 29.008863819500405, 29.008863819500405, 0.0, 2.6148100410040596, 25.881242423653863, 26.010794149943965, 0.9452588545982109, 15.411032097560359, 21.329727826441367, 21.820648754856382]",280.2,0.24,"[384.0, 201.0, 338.0, 411.0, 471.0, 447.0]",78.6966175925926
BO1_30_5_EI,19,"[0.0, 3600.0, 3600.0, 0.0, 0.0, 1758.5132430586236, 3600.0, 3600.0, 1692.9870381861447, 3600.0, 0.0, 3226.8404778599756, 1979.627848478713, 3600.0, 3600.0, 358.5041334167433, 1172.9875050016544, 3600.0]","[0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 14.170130886854341, 29.008863819500405, 29.008863819500405, 13.642119566367, 29.008863819500405, 0.0, 26.00193777485879, 15.951876297169324, 29.008863819500405, 29.008863819500405, 2.888832662503975, 9.451954109602372, 29.008863819500405]",314.2,0.21,"[299.0, 463.0, 554.0, 627.0, 418.0, 301.0]",56.19173179012346
BO1_30_5_EI,20,"[0.0, 2542.123657715846, 3600.0, 0.0, 1058.2460395804908, 746.6894050542056, 3600.0, 3600.0, 3600.0, 3600.0, 2787.596720127675, 3600.0, 0.0, 3600.0, 3600.0, 1193.5932204144392, 2084.903685430472, 3600.0]","[0.0, 20.48447749972479, 29.008863819500405, 0.0, 8.527365347143359, 6.0168364629670075, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 22.462503788297138, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 9.617995329689277, 16.80019085761863, 29.008863819500405]",344.9,0.19,"[323.0, 566.0, 476.0, 601.0, 504.0, 421.0]",32.570526080246914
BO1_30_5_EI,21,"[0.0, 3600.0, 3600.0, 0.0, 0.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 0.0, 0.0, 0.0, 3600.0]","[0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 0.0, 0.0, 0.0, 29.008863819500405]",290.0,0.12,"[339.0, 458.0, 474.0, 607.0, 469.0, 351.0]",46.13538580246914
BO1_30_5_EI,22,"[0.0, 3600.0, 1521.630194119611, 0.0, 3600.0, 835.9020399009842, 3600.0, 3600.0, 3600.0, 0.0, 590.3614165927147, 3600.0, 0.0, 0.0, 3600.0, 0.0, 0.0, 3600.0]","[0.0, 29.008863819500405, 12.2613230791266, 0.0, 29.008863819500405, 6.735713456091734, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 4.757142760618168, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 0.0, 0.0, 29.008863819500405]",255.8,0.15,"[119.0, 363.0, 481.0, 531.0, 410.0, 339.0]",83.63988858024692
BO1_30_5_EI,23,"[0.0, 3600.0, 3600.0, 439.35751946727515, 1017.0355791224299, 3589.0872336001667, 3600.0, 3600.0, 3600.0, 3600.0, 1677.2068687788098, 2712.2068198954425, 0.0, 3600.0, 605.8076207889859, 0.0, 3600.0, 3600.0]","[0.0, 29.008863819500405, 29.008863819500405, 3.5403506806388005, 8.195290726208139, 28.920928554392965, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 13.51496268153755, 21.855010635740875, 0.0, 29.008863819500405, 4.8816085478564535, 0.0, 29.008863819500405, 29.008863819500405]",341.9,0.17,"[279.0, 388.0, 612.0, 629.0, 505.0, 432.0]",44.88478070987655
BO1_30_5_EI,24,"[0.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 0.0, 3600.0, 3600.0, 0.0, 0.0, 0.0, 3600.0, 3600.0]","[0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 0.0, 29.008863819500405, 29.008863819500405]",261.0,0.21,"[224.0, 235.0, 604.0, 590.0, 317.0, 102.0]",116.38984722222223
BO1_30_5_EI,25,"[9.992007221626409e-14, 3600.0, 0.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3600.0]","[8.051577132656253e-16, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 0.0, 0.0, 0.0, 29.008863819500405]",269.1,0.22,"[212.0, 323.0, 566.0, 338.0, 238.0, 461.0]",96.89535972222222
BO1_30_5_EI,26,"[1050.8838135316491, 3600.0, 3600.0, 2963.8624796614326, 0.0, 981.154973313529, 3600.0, 3600.0, 3600.0, 2836.7416523096886, 3136.9968834717374, 3600.0, 0.0, 3600.0, 3600.0, 542.7812857531654, 2308.340772695078, 1025.4115650152244]","[8.468040399126908, 29.008863819500405, 29.008863819500405, 23.882856403395913, 0.0, 7.906164168521588, 29.008863819500405, 29.008863819500405, 29.008863819500405, 22.85851452304342, 25.277976498563557, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 4.373741222829698, 18.60065086780885, 8.26278456901873]",351.8,0.32,"[369.0, 586.0, 432.0, 638.0, 604.0, 445.0]",28.553740432098767
BO1_30_5_EI,27,"[2844.2142903295194, 1611.7651288882844, 3600.0, 2410.6188047178016, 0.0, 2240.28263551357, 3600.0, 3198.629007139724, 3600.0, 2794.7419533273296, 3056.0967429126836, 3256.6991295429025, 441.8105277399767, 3600.0, 3600.0, 1197.3918629552022, 1524.4947244289704, 3600.0]","[22.91872917267945, 12.987631981372155, 29.008863819500405, 19.424809062995983, 0.0, 18.052237191890168, 29.008863819500405, 25.77460924367223, 29.008863819500405, 22.52008020408807, 24.626081731770217, 26.242539319443214, 3.560117064786275, 29.008863819500405, 29.008863819500405, 9.64860485862371, 12.284405515140778, 29.008863819500405]",372.0,0.47,"[459.0, 576.0, 509.0, 574.0, 570.0, 423.0]",13.342425925925927
BO1_30_5_EI,28,"[3600.0, 598.8629140571096, 3600.0, 611.9200621909188, 0.0, 90.08322400757683, 3600.0, 2901.4382779574953, 3600.0, 2506.2215253704844, 2221.341742459971, 2452.346614115849, 2586.670815405947, 3600.0, 3600.0, 577.9973706348459, 1574.057140401608, 3600.0]","[29.008863819500405, 4.825647977897741, 29.008863819500405, 4.930862709032383, 0.0, 0.7258922160159293, 29.008863819500405, 23.379841079431873, 29.008863819500405, 20.195177480825823, 17.899611139886957, 19.761052490860994, 20.84343928610755, 29.008863819500405, 29.008863819500405, 4.657513059104319, 12.68378034167291, 29.008863819500405]",332.9,0.46,"[523.0, 512.0, 400.0, 514.0, 482.0, 345.0]",28.877544598765436
BO1_30_5_EI,29,"[2318.8658408485876, 2335.7730567310036, 0.0, 2416.6325453962068, 0.0, 1690.6091840811773, 0.0, 0.0, 0.0, 0.0, 581.501291072301, 3191.847735687105, 0.0, 3600.0, 0.0, 2654.712599647149, 245.72561772475078, 0.0]","[18.685462053574437, 18.821700698879965, 0.0, 19.473267891992, 0.0, 13.622958775835434, 0.0, 0.0, 0.0, 0.0, 4.685747712105568, 25.719965638091097, 0.0, 29.008863819500405, 0.0, 21.391721189743347, 1.980061383761086, 0.0]",153.4,0.3,"[280.0, 312.0, 202.0, 154.0, 147.0, 141.0]",179.39377993827162
BO1_30_5_EI,30,"[3600.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 3600.0]","[29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405]",435.0,0.25,"[608.0, 475.0, 529.0, 554.0, 641.0, 640.0]",6.583078703703704
BO1_30_10_EI,1,"[2867.554752696839, 660.3652435181898, 2806.88760098197, 2148.6605686073535, 1604.9979102729285, 359.9096969448105, 1653.296011077122, 1201.3510001004788, 514.3205445189869, 2343.198502615871, 203.08168449756099, 2599.1955801605695, 3378.7897524567015, 2.803557027651583, 3571.961613448384, 2222.93343465978, 2201.9513777578118, 25.438698790982667]","[23.1068070322066, 5.32123483898622, 22.61795004820282, 17.31394495251695, 12.933101613802808, 2.9001587183304633, 13.322288566294297, 9.680507655926501, 4.144404065422941, 18.88153507345585, 1.636435813840137, 20.94436406253481, 27.226347723261092, 0.022591112229263362, 28.78293000361309, 17.912437023849957, 17.74336323737157, 0.20498548582580714]",244.4,0.35,"[301.0, 321.0, 182.0, 316.0, 328.0, 339.0]",123.91805617283951
BO1_30_10_EI,2,"[83.02473014909674, 1889.1887769302014, 1439.49949817492, 167.99638756901555, 3505.5198678292536, 837.9768255490955, 326.1831643181549, 2226.1896335991146, 1376.8631685617863, 3539.631188904438, 1680.3464156927282, 3095.7854642507546, 2449.1071389160074, 1621.7973070903552, 47.75386017551951, 3391.926320465471, 2027.8375842439418, 1387.4994091436984]","[0.6690147473738658, 15.223116655360204, 11.599512475220951, 1.3537178692104397, 28.247541239558853, 6.752432115625266, 2.6283897205330775, 17.938675532627837, 11.09478782080408, 28.52241086949588, 13.540261206226658, 24.945894151899715, 19.734948742272422, 13.068471451171275, 0.38480145185753034, 27.33220242115609, 16.34035120261033, 11.180494835968561]",250.4,0.28,"[265.0, 301.0, 236.0, 295.0, 285.0, 425.0]",122.69954691358025
BO1_30_10_EI,3,"[57.478507992771114, 831.2177722397366, 867.6916776936424, 2459.74866777165, 2195.987968017436, 2999.5016822501925, 624.1127526279796, 1407.8181872636671, 656.0499160370244, 2719.3010771435497, 1530.5611481684814, 748.58998632548, 2043.7211801519697, 112.72785284001093, 3032.2251885419955, 1619.1148801311567, 1422.5408496065322, 3335.97191685766]","[0.46316283636398964, 6.697967544236396, 6.991874920980197, 19.820698370440372, 17.695309975966445, 24.170037729655057, 5.029111624721835, 11.344223910263233, 5.286461853642421, 21.912176286410556, 12.333288865177128, 6.032151380543755, 16.468341500015875, 0.9083630365834886, 24.43372432346491, 13.046856407180957, 11.462859384420083, 26.881320844944884]",230.9,0.25,"[198.0, 252.0, 349.0, 236.0, 281.0, 375.0]",134.59220200617284
BO1_30_10_EI,4,"[2618.1791850831155, 1175.5467677010076, 2053.598307859438, 1875.0033360929656, 3460.219287657658, 3040.321855241346, 2690.3523964945716, 1942.8916766006876, 2112.304196389854, 3474.9191061508977, 2185.3232916720654, 993.5970552811564, 1066.5846205346968, 594.960980626809, 56.291064268298165, 1524.245330542931, 1421.5734654320513, 1056.5574289849374]","[21.09733428753518, 9.472576693803447, 16.547931570180808, 15.108810121619385, 27.882508361463803, 24.498967407263063, 21.67890730454933, 15.655855572930601, 17.020984660675698, 28.000959759475407, 17.609373824915917, 8.006422685585466, 8.594557780295704, 4.794206129144311, 0.4535943937816129, 12.282395894785907, 11.45506418559268, 8.51375849302931]",268.8,0.44,"[292.0, 209.0, 363.0, 372.0, 379.0, 489.0]",91.2747851851852
BO1_30_10_EI,5,"[50.68736177430405, 715.8326547196988, 2560.83102989514, 2844.631945912341, 2181.4559092116415, 3334.683162648057, 2343.8772918070003, 3293.8548319576116, 3060.1388800432783, 1618.0224268975326, 343.4764193654808, 1334.9457079137592, 2407.8285095889864, 2397.3204838229885, 2128.672035747818, 988.9984547642312, 2020.4763330517246, 1378.5367491136437]","[0.4084396597445935, 5.768192221754221, 20.63522183638308, 22.92209464876987, 17.578210388490263, 26.870936040677336, 18.8870047687913, 26.541940628183816, 24.658653344426096, 13.038053399657798, 2.767739076273012, 10.757016179804667, 19.40232481538265, 19.31765095747775, 17.15287700038532, 7.9693670810977535, 16.28103411000584, 11.10827356255958]",282.2,0.22,"[246.0, 290.0, 380.0, 438.0, 510.0, 442.0]",74.52044783950618
BO1_30_10_EI,6,"[3498.1635434007744, 3056.0897673579025, 2598.226276193544, 849.5457110962409, 921.8459619407664, 145.56092233835287, 2558.386402868835, 399.2069549225929, 1581.6114067167728, 726.1891284074266, 3224.7489444246708, 1711.3328034556027, 2027.7920591149816, 2503.8579111340596, 501.59323586115255, 2175.9025654001425, 1943.4279286860237, 731.02040904517]","[28.188263846903904, 24.62602552262613, 20.936553393985044, 6.84565440045319, 7.428251103471124, 1.1729324926539313, 20.615522988467646, 3.2168167197630373, 12.744652753559814, 5.851644870325758, 25.985084161359154, 13.789950068135397, 16.339984360314116, 20.17613143540741, 4.041847186632978, 17.53346144560953, 15.660176701740724, 5.890575415351894]",250.9,0.44,"[471.0, 362.0, 314.0, 385.0, 278.0, 236.0]",97.04050447530864
BO1_30_10_EI,7,"[3394.2728540087323, 2155.91567935873, 2501.225758942937, 3169.6842204549284, 2247.674573281656, 1064.2812690157705, 379.7793353889743, 1643.5244537384772, 786.3855739806012, 1499.4358123333188, 3179.8089321079265, 1167.6420756189864, 439.51663692242414, 1282.67221707711, 3264.5823895647154, 979.6760977846874, 2331.684433948905, 1.8733571831369482]","[27.351110830046192, 17.372406763567525, 20.1549215063895, 25.541371639443422, 18.111801557467015, 8.575997332923212, 3.060268617155313, 13.243549184032855, 6.3367088958952555, 12.08248035723867, 25.622956745430514, 9.408880544874991, 3.541632851913168, 10.335795463957373, 26.30606276845057, 7.894247363293211, 18.788754504020186, 0.015095545391917391]",253.7,0.36,"[363.0, 387.0, 205.0, 332.0, 373.0, 366.0]",99.92586682098766
BO1_30_10_EI,8,"[1269.2478828030087, 1097.2125293689048, 592.7610713145904, 1922.7219097515915, 1745.38789689234, 2492.7697184049734, 969.8844016746775, 878.8518800919873, 605.8477518225501, 787.5511904630531, 2009.1672072624285, 1453.8102158089473, 233.61208959233366, 914.0954901636411, 888.7538262189645, 2506.6953822232385, 2564.1741237279916, 533.1129478322397]","[10.227621940394913, 8.841358012642264, 4.776479220907255, 15.49332723409824, 14.06436661476503, 20.086782581828956, 7.815345702455097, 7.081804029750099, 4.881931924436342, 6.346101454174481, 16.18990497391159, 11.71482849161118, 1.8824503593258153, 7.365797664493482, 7.161594087179408, 20.198995827745676, 20.66216054575336, 4.295833584466074]",189.2,0.45,"[203.0, 237.0, 240.0, 204.0, 219.0, 266.0]",164.5123413580247
BO1_30_10_EI,9,"[3591.8657461761914, 960.4116513910262, 3515.8138409975513, 1479.733247945633, 118.98263844197422, 1242.256492896059, 2283.66484092491, 2450.539625597161, 1911.3644999416913, 1612.0193924631303, 1990.415120656781, 2133.7082059658173, 291.07197479777494, 1330.7560418210562, 871.7757777987333, 2891.3031229676258, 1693.0822840057388, 3540.3233072214352]","[28.94331785798704, 7.7390141127399374, 28.330490257836836, 11.923716744122748, 0.95876420984669, 10.010124842031097, 18.401811772158826, 19.746491745343764, 15.401809024510003, 12.989680841765757, 16.038800327613064, 17.193458549281367, 2.345463132939363, 10.72325577615678, 7.0247846720284715, 23.298171820851135, 13.642887058869773, 28.527987971163864]",272.9,0.57,"[341.0, 315.0, 371.0, 429.0, 414.0, 286.0]",84.65263719135802
